# Blocks-15.0.0.txt
# 日期：2022-01-28, 20:58:00 GMT [KW]
# © 2022 Unicode®, Inc.
# 使用条款详见 https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
# 相关文档详见 https://www.unicode.org/reports/tr44/
#
# 格式:
# 始码..终码; 始码、译名(|例字)|区段名

# ================================================

# 注意：区段(Block)名对比时，忽略大小写、空格、连字符和下划线。例如，"Latin Extended-A"等价于"latin extended a"。
# 	关于属性值对比，详见 UAX #44: https://www.unicode.org/reports/tr44/
#
#  所有区段起始值为 (cp MOD 16) = 0，结束值为 (cp MOD 16) = 15。换言之，区段始码末尾16进制数为...0，终码则为...F。这确保区段总被整列地分配且码表不被中断。
#
#  所有未明列为区段的码位(code point)，其值皆为 No_Block。

# Property:	Block
#
# @missing: 0000..10FFFF; No_Block

# ------------------------------------------------
# 路线图区段名标注：
#	〓标示此区段尚为路线图。
#	【已正式被UTC或WG2接受的】
#	(已正式向UTC或WG2提案的)
#	¿尚未编写详细提案的?
#	~标示码位有冲突~
#	¿¿¿欠分配的???
#	✱标示此区段有意外用途，未来码位或有冲突。

16140..1617F; 〓16???凯普里赫¿¿¿Khe Prih???
161A0..161FF; 〓161A?穆恩盲文(Moon)
16200..1677F; 〓1620?布利斯符(Blissymbols)
16800..16A3F; 16800巴默姆补充|Bamum Supplement
16A40..16A6F; 16A40姆鲁|𖩃𖩓𖩑|Mro
16A70..16ACF; 16A70通萨|𖪰𖩵𖪂𖪫𖩸|Tangsa
16AD0..16AFF; 16AD0巴索奥瓦|𖫔𖫧𖫱𖫒𖫨𖫴 𖫣𖫧𖫱|Bassa Vah
16B00..16B8F; 16B00帕皓苗|𖬖𖬰𖬝𖬵 𖬄𖬶𖬟 𖬌𖬣𖬵|Pahawh Hmong
16B90..16BFF; 〓16B9?沃莱艾(Woleai)
16C00..16C7F; 〓16C0?克佩莱(Kpelle)
16C80..16CCF; 〓16C8?阿法卡(Afaka)
16CD0..16CFF; 〓16CD?通萨(基姆洪)(Tangsa(Khimhun))
16D00..16D3F; 〓16D0?蒂卡穆利(Tikamuli)
16D40..16D7F; 〓16D40基勒特赖【Kirat Rai】
16D80..16DAF; 〓16D80奇索伊【Chisoi】
16DB0..16DCF; 〓16D??隆塔拉比朗比朗¿Lontara bilang-bilang?
16DD0..16DFF; 〓16DD?库利坦(Kulitan)
16E00..16E3F; 〓16E0?姆万圭戈(Mwangwego)
16E40..16E9F; 16E40梅代法伊德林|𖹝𖹰𖹯𖹼𖹫 𖹚𖹬𖹾𖹠𖹯|Medefaidrin
16EA0..16EFF; 〓16EA?布吉补充(Buginese Supplement)
16F00..16F9F; 16F00苗(老)|Miao
16FA0..16FAF; 〓16F??注音扩充甲¿Bopomofo Extended-A?
16FB0..16FDF; 〓16FB?汉文扩充甲(Kanbun Extended-A)
16FE0..16FFF; 16FE0表意符号及标点|Ideographic Symbols and Punctuation
17000..187FF; 17000西夏|𗼇𗟲|Tangut
18800..18AFF; 18800西夏偏旁|Tangut Components
18B00..18CFF; 18B00契丹小字|𘱿𘱤|Khitan Small Script
18D00..18D7F; 18D00西夏补充|Tangut Supplement
18D80..195FF; 〓18D??契丹大字(Khitan Ideographs) ~18D90..195FF~
19600..19B9F; 〓1960?女真(Jurchen)
19E00..1A2FF; 〓19E0?包钦豪音节(Pau Cin Hau Syllabary)
1A300..1A75F; 〓1A30?埃斯卡亚(Eskaya)
1A780..1A7FF; 〓1A7??假屋¿Kaida?
1A800..1ACFF; 〓1A80?纳西东巴(Naxi Dongba)
1AD00..1AFCF; 〓1AD??纳西哥巴¿Naxi Geba? ~1AD00..1AFEF~
1AFD0..1AFEF; 〓1AF??假名扩充丙¿Kana Extended-C?
1AFF0..1AFFF; 1AFF0假名扩充乙|Kana Extended-B
1B000..1B0FF; 1B000假名补充|Kana Supplement
1B100..1B12F; 1B100假名扩充甲|Kana Extended-A
1B130..1B16F; 1B130小型假名扩充|Small Kana Extension
1B170..1B2FF; 1B170女书|𛆁𛈬|Nüshu
1B300..1B5FF; 〓1B30?水书语素文字(Shuishu Logograms)
1B600..1B9FF; 〓1B60?傈僳音节文字(Lisu Syllabic Script)
1BC00..1BC9F; 1BC00杜普雷速记|Duployan
1BCA0..1BCAF; 1BCA0速记格式控制符|Shorthand Format Controls
1BCB0..1BCFF; 〓1BCB?皮特曼速记(Pitman Shorthand)
1BD00..1C37F; 〓1BD0?原始埃兰(Proto-Elamite)
1C380..1C4FF; 〓1C38?线形埃兰(Linear Elamite)
1CA80..1CBFF; 〓1C???罗鄂罗鄂¿¿¿Rongorongo??? ~1CA80..1CDBF~
1CC00..1CEBF; 〓1CC00遗留电脑符号补充【Symbols for Legacy Computing Supplement】
1CF00..1CFCF; 1CF00兹纳缅内音符|Znamenny Musical Notation
1D000..1D0FF; 1D000拜占庭乐符|Byzantine Musical Symbols
1D100..1D1FF; 1D100乐符|Musical Symbols
1D200..1D24F; 1D200古希腊音符|Ancient Greek Musical Notation
1D250..1D26F; 〓1D25?笛谱(Flute)
1D280..1D2AF; 〓1D28?琵琶(Pipa)
1D2C0..1D2DF; 1D2C0卡克托维克数字|Kaktovik Numerals
1D2E0..1D2FF; 1D2E0玛雅数字|Mayan Numerals
1D300..1D35F; 1D300太玄经卦爻|Tai Xuan Jing Symbols
1D360..1D37F; 1D360算筹|Counting Rod Numerals
1D380..1D3FF; 〓1D3??数学字母数字符号补充¿Mathematical Alphanumeric Symbols Supplement?
1D400..1D7FF; 1D400数学字母数字符号|Mathematical Alphanumeric Symbols
1D800..1DAAF; 1D800萨顿手语|Sutton SignWriting
1DAE0..1DAFF; 〓1DAE?减字格式控制符(Jianzi Format Controls)
1DB00..1DC8F; 〓1DB0?减字谱(Jianzi Musical Notation)
1DF00..1DFFF; 1DF00拉丁扩充庚|Latin Extended-G
1E000..1E02F; 1E000格拉哥里补充|Glagolitic Supplement
1E030..1E08F; 1E030西里尔扩充丁|Cyrillic Extended-D
1E100..1E14F; 1E100苗(创世)|𞄀𞄄𞄰𞄩|Nyiakeng Puachue Hmong
1E150..1E1FF; 〓1E15?伊比苗(Eebee Hmong)
1E200..1E26F; 〓1E20?西占(Western Cham)
1E290..1E2BF; 1E290托托|𞊒𞊪𞊒𞊪|Toto
1E2C0..1E2FF; 1E2C0万乔|𞋒𞋀𞋉𞋃𞋕|Wancho
1E300..1E41F; 〓1E30?洛马(Loma)
1E420..1E4CF; 〓1E42?巴甘(Bagam)
1E4D0..1E4FF; 1E4D0纳格蒙达里|𞓧𞓟𞓨𞓜𞓕𞓣𞓚|Nag Mundari
1E500..1E52F; 〓1E50?邦钦体(Pungchen)
1E530..1E55F; 〓1E5??邦琼体¿Pungchung?
1E560..1E59F; 〓1E5??玛尔琼体¿Marchung?
1E5A0..1E5CF; 〓1E5A?勃律(Brusha)
1E5D0..1E5FF; 〓1E5D0奥尔奥诺尔【Ol Onal】
1E600..1E65F; 〓1E6??朱罗¿Chola?
1E660..1E6BF; 〓1E6??遮娄其 (方头)¿Chalukya (Box-Headed)?
1E6C0..1E6FF; 〓1E6C0傣侥【Tai Yo】
1E700..1E72F; 〓1E7??贝里亚¿Beria?
1E7E0..1E7FF; 1E7E0埃塞扩充乙|Ethiopic Extended-B
1E800..1E8DF; 1E800门迪基卡奎|𞠗𞢱 𞠀𞠁𞠂|Mende Kikakui
1E900..1E95F; 1E900阿德拉姆|𞤀𞤣𞤤𞤢𞤥|Adlam
1EB90..1EBFF; 〓1EB??比布鲁斯¿Byblos?
1EC00..1EC6F; 〓1EC0?波斯帐目数字(Persian Siyaq Numbers)
1EC70..1ECBF; 1EC70印度帐目数字|Indic Siyaq Numbers
1ECC0..1ECFF; 〓1ECC?迪万尼帐目数字(Diwani Siyaq Numbers)
1ED00..1ED4F; 1ED00奥斯曼帐目数字|Ottoman Siyaq Numbers
1EE00..1EEFF; 1EE00阿拉伯数学字母符号|Arabic Mathematical Alphabetic Symbols
1EF00..1EF3F; 〓1EF??阿拉伯补充符号¿Arabic Supplemental Symbols?
1F000..1F02F; 1F000麻将牌|Mahjong Tiles
1F030..1F09F; 1F030多米诺牌|Domino Tiles
1F0A0..1F0FF; 1F0A0扑克|Playing Cards
1F100..1F1FF; 1F100附围字母数字补充|Enclosed Alphanumeric Supplement
1F200..1F2FF; 1F200附围表意文字补充|Enclosed Ideographic Supplement
1F300..1F5FF; 1F300各式符号及象形|Miscellaneous Symbols and Pictographs
1F600..1F64F; 1F600表情|Emoticons
1F650..1F67F; 1F650装饰什锦|Ornamental Dingbats
1F680..1F6FF; 1F680交通及地图符号|Transport and Map Symbols
1F700..1F77F; 1F700炼金术符|Alchemical Symbols
1F780..1F7FF; 1F780几何形状扩充|Geometric Shapes Extended
1F800..1F8FF; 1F800增补箭头丙|Supplemental Arrows-C
1F900..1F9FF; 1F900增补符号及象形|Supplemental Symbols and Pictographs
1FA00..1FA6F; 1FA00棋符|Chess Symbols
1FA70..1FAFF; 1FA70符号及象形扩充甲|Symbols and Pictographs Extended-A
1FB00..1FBFF; 1FB00遗留电脑符号|Symbols for Legacy Computing
1FC00..1FFFF; 〓1FC??扩充图形字符 (绘文字)¿Extended Pictographic Characters (Emoji)?
20000..2A6DF; 20000中日韩统一表意扩充乙|CJK Unified Ideographs Extension B
2A700..2B73F; 2A700中日韩统一表意扩充丙|CJK Unified Ideographs Extension C
2B740..2B81F; 2B740中日韩统一表意扩充丁|CJK Unified Ideographs Extension D
2B820..2CEAF; 2B820中日韩统一表意扩充戊|CJK Unified Ideographs Extension E
2CEB0..2EBEF; 2CEB0中日韩统一表意扩充己|CJK Unified Ideographs Extension F
2F800..2FA1F; 2F800中日韩兼容表意补充|CJK Compatibility Ideographs Supplement
30000..3134F; 30000中日韩统一表意扩充庚|CJK Unified Ideographs Extension G
31350..323AF; 31350中日韩统一表意扩充辛|CJK Unified Ideographs Extension H
32400..352FF; 〓3240?篆书(Seal Script)
35400..36BFF; 〓3540?甲骨(Oracle Bone Script)
A0000..A0380; ✱GB18030-2022 公安人口信息专用字库补充汉字
E0000..E007F; E0000标签|Tags
E0100..E01EF; E0100变体选择符补充|Variation Selectors Supplement
F0000..FFFFF; F0000增补私用区甲|Supplementary Private Use Area-A
100000..10FFFF; 100000增补私用区乙|Supplementary Private Use Area-B

# 路线图外格式:
# ISO 15924代码.译名|原名

# Visp.可视语音|Visible Speech
# Piqd.克林贡(克语 皮卡德)|Klingon (KLI pIqaD)
# Sara.萨拉提|Sarati

# EOF
